LANE_OID,POINT_NR,LATITUDE_L,LONGITUDE_L,X,Y,SIDE
280052524,0,-17.095343,-70.641828,325307.17,8109161.71,L
280052524,0,-17.095382,-70.64196,325293.17,8109157.24,R
280052524,-1,-17.095554,-70.641895,325300.3074,8109138.315,R
280052756,10,-17.096058,-70.642373,325249.89,8109082.05,L
280052756,9,-17.096054,-70.642367,325250.46,8109082.54,L
280052756,8,-17.095974,-70.642264,325261.38,8109091.51,L
280052756,7,-17.095956,-70.642252,325262.63,8109093.48,L
280052756,6,-17.095942,-70.642224,325265.59,8109095.04,L
280052756,5,-17.095926,-70.64218,325270.32,8109096.86,L
280052756,4,-17.09589,-70.642056,325283.41,8109100.9,L
280052756,3,-17.095813,-70.641767,325314.18,8109109.75,L
280052756,2,-17.095736,-70.641509,325341.54,8109118.43,L
280052756,1,-17.0957,-70.641419,325351.09,8109122.56,L
280052756,0,-17.095681,-70.641406,325352.47,8109124.64,L
280052756,0,-17.095553,-70.641483,325344.13,8109138.78,R
280052756,-1,-17.095552,-70.641507,325341.54,8109138.88,R
280052756,-2,-17.095564,-70.641536,325338.46,8109137.45,R
280052756,-3,-17.095584,-70.641593,325332.48,8109135.23,R
280052756,-4,-17.095611,-70.64168,325323.17,8109132.21,R
280052756,-5,-17.095682,-70.641935,325296.1,8109124.04,R
280052756,-6,-17.095766,-70.642241,325263.68,8109114.51,R
280052756,-7,-17.0958,-70.642325,325254.74,8109110.7,R
280052756,-8,-17.095823,-70.642363,325250.72,8109108.13,R
280052756,-9,-17.095831,-70.642385,325248.43,8109107.22,R
280052756,-10,-17.095911,-70.642487,325237.56,8109098.2,R
280052756,-11,-17.095915,-70.642493,325236.95,8109097.75,R
280052757,9,-17.095683,-70.642302,325257.12,8109123.63,L
280052757,8,-17.095686,-70.642307,325256.6,8109123.34,L
280052757,7,-17.095695,-70.642326,325254.54,8109122.23,L
280052757,6,-17.095703,-70.642324,325254.75,8109121.42,L
280052757,5,-17.095723,-70.642325,325254.69,8109119.23,L
280052757,4,-17.095752,-70.642332,325253.91,8109115.93,L
280052757,3,-17.09578,-70.642344,325252.69,8109112.82,L
280052757,2,-17.095805,-70.642359,325251.12,8109110.03,L
280052757,1,-17.095822,-70.642374,325249.6,8109108.16,L
280052757,0,-17.095915,-70.642493,325236.95,8109097.75,L
280052757,0,-17.096058,-70.642373,325249.89,8109082.05,R
280052757,-1,-17.095949,-70.642235,325264.41,8109094.25,R
280052757,-2,-17.095897,-70.642194,325268.81,8109100.03,R
280052757,-3,-17.095833,-70.64216,325272.33,8109107.15,R
280052757,-4,-17.095762,-70.642139,325274.55,8109115.02,R
280052757,-5,-17.0957,-70.642133,325275.06,8109121.87,R
280052757,-6,-17.095657,-70.64215,325273.22,8109126.62,R
280052757,-7,-17.095645,-70.642165,325271.64,8109127.92,R
280052757,-8,-17.095633,-70.642171,325271.02,8109129.26,R
280052757,-9,-17.095634,-70.642175,325270.52,8109129.22,R
280052836,9,-17.096011,-70.642253,325262.57,8109087.41,L
280052836,8,-17.096006,-70.642248,325263.14,8109087.9,L
280052836,7,-17.095936,-70.642143,325274.28,8109095.78,L
280052836,6,-17.095917,-70.642126,325276.03,8109097.91,L
280052836,5,-17.095905,-70.6421,325278.8,8109099.27,L
280052836,4,-17.095888,-70.642052,325283.89,8109101.13,L
280052836,3,-17.095808,-70.641749,325316.02,8109110.24,L
280052836,2,-17.095739,-70.641516,325340.82,8109118.12,L
280052836,1,-17.0957,-70.64142,325350.98,8109122.51,L
280052836,0,-17.095681,-70.641406,325352.47,8109124.64,L
280052836,0,-17.095553,-70.641483,325344.13,8109138.78,R
280052836,-1,-17.095554,-70.641512,325341.02,8109138.63,R
280052836,-2,-17.095565,-70.641538,325338.3,8109137.36,R
280052836,-3,-17.095591,-70.641611,325330.57,8109134.48,R
280052836,-4,-17.095628,-70.641737,325317.21,8109130.24,R
280052836,-5,-17.095734,-70.64213,325275.45,8109118.17,R
280052836,-6,-17.095765,-70.642206,325267.37,8109114.68,R
280052836,-7,-17.095771,-70.642217,325266.21,8109114.01,R
280052836,-8,-17.095778,-70.642241,325263.65,8109113.2,R
280052836,-9,-17.095857,-70.642357,325251.37,8109104.37,R
280052836,-10,-17.09586,-70.642363,325250.74,8109103.97,R
280052837,8,-17.095641,-70.642164,325271.69,8109128.39,L
280052837,7,-17.095652,-70.642188,325269.17,8109127.12,L
280052837,6,-17.09567,-70.642187,325269.3,8109125.13,L
280052837,5,-17.095693,-70.64219,325268.96,8109122.67,L
280052837,4,-17.095721,-70.6422,325268.02,8109119.49,L
280052837,3,-17.095747,-70.642213,325266.64,8109116.61,L
280052837,2,-17.095766,-70.642227,325265.11,8109114.49,L
280052837,1,-17.09578,-70.642243,325263.43,8109112.92,L
280052837,0,-17.09586,-70.642363,325250.74,8109103.97,L
280052837,0,-17.096011,-70.642253,325262.57,8109087.41,R
280052837,-1,-17.095911,-70.642109,325277.86,8109098.55,R
280052837,-2,-17.095864,-70.642065,325282.5,8109103.81,R
280052837,-3,-17.095803,-70.642029,325286.28,8109110.56,R
280052837,-4,-17.095738,-70.642006,325288.68,8109117.86,R
280052837,-5,-17.095673,-70.641996,325289.6,8109125.05,R
280052837,-6,-17.095617,-70.642001,325289.02,8109131.15,R
280052837,-7,-17.0956,-70.642006,325288.53,8109133.03,R
280052837,-8,-17.095596,-70.642031,325285.79,8109133.5,R
280052837,-9,-17.095595,-70.642037,325285.24,8109133.6,R
280052933,8,-17.09596,-70.642128,325275.89,8109093.13,L
280052933,7,-17.095886,-70.642011,325288.21,8109101.48,L
280052933,6,-17.095868,-70.641996,325289.77,8109103.45,L
280052933,5,-17.095852,-70.641956,325294.08,8109105.23,L
280052933,4,-17.095834,-70.641894,325300.62,8109107.29,L
280052933,3,-17.095784,-70.641688,325322.54,8109113.04,L
280052933,2,-17.095733,-70.641503,325342.18,8109118.83,L
280052933,1,-17.0957,-70.64142,325350.99,8109122.51,L
280052933,0,-17.095681,-70.641406,325352.47,8109124.64,L
280052933,0,-17.095553,-70.641483,325344.13,8109138.78,R
280052933,-1,-17.095553,-70.64151,325341.23,8109138.76,R
280052933,-2,-17.095563,-70.641535,325338.61,8109137.59,R
280052933,-3,-17.095584,-70.641601,325331.59,8109135.19,R
280052933,-4,-17.09561,-70.641699,325321.23,8109132.2,R
280052933,-5,-17.095683,-70.641987,325290.58,8109123.95,R
280052933,-6,-17.095713,-70.642069,325281.89,8109120.52,R
280052933,-7,-17.095721,-70.642085,325280.23,8109119.64,R
280052933,-8,-17.095728,-70.642109,325277.64,8109118.87,R
280052933,-9,-17.095807,-70.642233,325264.49,8109109.98,R
280052934,9,-17.095593,-70.642031,325285.86,8109133.78,L
280052934,8,-17.095596,-70.642036,325285.33,8109133.51,L
280052934,7,-17.095605,-70.642056,325283.23,8109132.49,L
280052934,6,-17.095611,-70.642054,325283.44,8109131.81,L
280052934,5,-17.095631,-70.642054,325283.38,8109129.64,L
280052934,4,-17.095658,-70.642061,325282.7,8109126.62,L
280052934,3,-17.095685,-70.642073,325281.47,8109123.58,L
280052934,2,-17.095708,-70.642088,325279.89,8109121.01,L
280052934,1,-17.095724,-70.642103,325278.31,8109119.32,L
280052934,0,-17.095807,-70.642233,325264.49,8109109.98,L
280052934,0,-17.09596,-70.642128,325275.89,8109093.13,R
280052934,-1,-17.095864,-70.64198,325291.5,8109103.9,R
280052934,-2,-17.095819,-70.641936,325296.17,8109108.92,R
280052934,-3,-17.095762,-70.6419,325299.96,8109115.2,R
280052934,-4,-17.095696,-70.641874,325302.62,8109122.54,R
280052934,-5,-17.095631,-70.641863,325303.75,8109129.75,R
280052934,-6,-17.095576,-70.641866,325303.33,8109135.88,R
280052934,-7,-17.095562,-70.641891,325300.67,8109137.4,R
280052934,-8,-17.095549,-70.641898,325299.91,8109138.81,R
280052934,-9,-17.095547,-70.641903,325299.41,8109138.99,R
280052978,9,-17.09591,-70.642019,325287.42,8109098.81,L
280052978,8,-17.095907,-70.642013,325288.09,8109099.15,L
280052978,7,-17.09585,-70.641893,325300.73,8109105.47,L
280052978,6,-17.095836,-70.641879,325302.26,8109107.06,L
280052978,5,-17.095824,-70.641846,325305.75,8109108.45,L
280052978,4,-17.095805,-70.64178,325312.75,8109110.59,L
280052978,3,-17.095782,-70.641682,325323.11,8109113.22,L
280052978,2,-17.095735,-70.641506,325341.84,8109118.64,L
280052978,1,-17.095699,-70.641418,325351.19,8109122.61,L
280052978,0,-17.095681,-70.641406,325352.47,8109124.64,L
280052978,0,-17.095553,-70.641483,325344.13,8109138.78,R
280052978,-1,-17.095554,-70.641512,325341.03,8109138.65,R
280052978,-2,-17.095565,-70.641539,325338.21,8109137.37,R
280052978,-3,-17.095586,-70.641605,325331.19,8109134.99,R
280052978,-4,-17.095607,-70.641686,325322.54,8109132.58,R
280052978,-5,-17.09566,-70.641894,325300.47,8109126.57,R
280052978,-6,-17.095681,-70.641952,325294.31,8109124.17,R
280052978,-7,-17.095681,-70.641969,325292.52,8109124.11,R
280052978,-8,-17.095741,-70.642097,325278.99,8109117.35,R
280052978,-9,-17.095744,-70.642103,325278.32,8109117.02,R
280052979,8,-17.095554,-70.641895,325300.31,8109138.31,L
280052979,7,-17.095566,-70.641919,325297.75,8109136.9,L
280052979,6,-17.095579,-70.641918,325297.9,8109135.49,L
280052979,5,-17.0956,-70.64192,325297.63,8109133.18,L
280052979,4,-17.09563,-70.641929,325296.69,8109129.87,L
280052979,3,-17.095655,-70.641942,325295.4,8109127.1,L
280052979,2,-17.095672,-70.641955,325294.05,8109125.2,L
280052979,1,-17.095681,-70.641967,325292.74,8109124.12,L
280052979,0,-17.095744,-70.642103,325278.32,8109117.02,L
280052979,0,-17.09591,-70.642019,325287.42,8109098.81,R
280052979,-1,-17.095832,-70.641859,325304.37,8109107.5,R
280052979,-2,-17.095798,-70.641817,325308.85,8109111.33,R
280052979,-3,-17.09575,-70.641779,325312.83,8109116.71,R
280052979,-4,-17.095687,-70.641748,325316.01,8109123.65,R
280052979,-5,-17.09562,-70.64173,325317.87,8109131.14,R
280052979,-6,-17.09556,-70.641727,325318.11,8109137.8,R
280052979,-7,-17.095511,-70.641737,325317.08,8109143.15,R
280052979,-8,-17.095509,-70.641762,325314.42,8109143.37,R
280052979,-9,-17.095509,-70.641767,325313.89,8109143.42,R
280072285,9,-17.095416,-70.641554,325336.41,8109153.8,L
280072285,8,-17.095442,-70.641584,325333.29,8109150.95,L
280072285,7,-17.095471,-70.641643,325327.07,8109147.7,L
280072285,6,-17.095505,-70.641684,325322.71,8109143.85,L
280072285,5,-17.095694,-70.641997,325289.59,8109122.68,L
280072285,4,-17.095705,-70.642025,325286.56,8109121.44,L
280072285,3,-17.095708,-70.642071,325281.73,8109121.02,L
280072285,2,-17.095696,-70.642114,325277.05,8109122.33,L
280072285,1,-17.09567,-70.642152,325273.08,8109125.25,L
280072285,0,-17.095634,-70.642175,325270.52,8109129.22,L
280072285,0,-17.095683,-70.642302,325257.12,8109123.63,R
280072285,-1,-17.095722,-70.642309,325256.4,8109119.36,R
280072285,-2,-17.095768,-70.642274,325260.09,8109114.26,R
280072285,-3,-17.095807,-70.642231,325264.71,8109110.01,R
280072285,-4,-17.095836,-70.642181,325270.11,8109106.76,R
280072285,-5,-17.095855,-70.642125,325276.05,8109104.71,R
280072285,-6,-17.095863,-70.642067,325282.3,8109103.95,R
280072285,-7,-17.095858,-70.642003,325289.08,8109104.55,R
280072285,-8,-17.095841,-70.641946,325295.08,8109106.43,R
280072285,-9,-17.095809,-70.641887,325301.32,8109110.07,R
280072285,-10,-17.095775,-70.641848,325305.44,8109113.83,R
280072285,-11,-17.09575,-70.641825,325307.86,8109116.65,R
280072285,-12,-17.095735,-70.641808,325309.7,8109118.3,R
280072285,-13,-17.095555,-70.641511,325341.17,8109138.53,R
280072285,-14,-17.095547,-70.641486,325343.85,8109139.38,R
280072319,11,-17.095416,-70.641554,325336.41,8109153.8,L
280072319,10,-17.095419,-70.641558,325336.01,8109153.47,L
280072319,9,-17.095447,-70.641593,325332.32,8109150.42,L
280072319,8,-17.095476,-70.641651,325326.2,8109147.08,L
280072319,7,-17.095498,-70.64167,325324.18,8109144.69,L
280072319,6,-17.095606,-70.641836,325306.56,8109132.55,L
280072319,5,-17.09565,-70.641911,325298.64,8109127.64,L
280072319,4,-17.095655,-70.641939,325295.73,8109127.03,L
280072319,3,-17.095653,-70.641966,325292.8,8109127.25,L
280072319,2,-17.095644,-70.641992,325290.03,8109128.27,L
280072319,1,-17.095627,-70.642015,325287.6,8109130.07,L
280072319,0,-17.095595,-70.642037,325285.24,8109133.6,L
280072319,0,-17.095641,-70.642164,325271.69,8109128.39,R
280072319,-1,-17.095683,-70.642173,325270.79,8109123.78,R
280072319,-2,-17.095724,-70.642143,325274.06,8109119.27,R
280072319,-3,-17.095762,-70.642101,325278.53,8109115.07,R
280072319,-4,-17.095787,-70.642056,325283.37,8109112.29,R
280072319,-5,-17.095806,-70.642002,325289.17,8109110.29,R
280072319,-6,-17.095812,-70.641944,325295.28,8109109.73,R
280072319,-7,-17.095806,-70.641887,325301.37,8109110.43,R
280072319,-8,-17.095789,-70.641837,325306.64,8109112.27,R
280072319,-9,-17.095768,-70.641799,325310.66,8109114.65,R
280072319,-10,-17.095747,-70.641769,325313.86,8109117.08,R
280072319,-11,-17.095698,-70.641724,325318.66,8109122.49,R
280072319,-12,-17.095683,-70.641711,325319.97,8109124.15,R
280072319,-13,-17.095559,-70.641515,325340.67,8109138.11,R
280072319,-14,-17.095549,-70.641491,325343.32,8109139.17,R
280072319,-15,-17.095547,-70.641486,325343.85,8109139.38,R
280072320,10,-17.095416,-70.641554,325336.41,8109153.8,L
280072320,9,-17.09545,-70.6416,325331.59,8109150.06,L
280072320,8,-17.095464,-70.641629,325328.48,8109148.44,L
280072320,7,-17.095479,-70.641653,325326.01,8109146.75,L
280072320,6,-17.095505,-70.641675,325323.66,8109143.89,L
280072320,5,-17.095587,-70.641802,325310.21,8109134.71,L
280072320,4,-17.095593,-70.641825,325307.73,8109134.02,L
280072320,3,-17.095592,-70.64185,325305.14,8109134.14,L
280072320,2,-17.095583,-70.641873,325302.69,8109135.11,L
280072320,1,-17.095567,-70.641891,325300.68,8109136.85,L
280072320,0,-17.095547,-70.641903,325299.41,8109138.99,L
280072320,0,-17.095593,-70.642031,325285.86,8109133.78,R
280072320,-1,-17.095638,-70.642041,325284.81,8109128.87,R
280072320,-2,-17.095679,-70.642008,325288.34,8109124.33,R
280072320,-3,-17.095707,-70.641975,325291.9,8109121.24,R
280072320,-4,-17.095729,-70.641937,325295.95,8109118.84,R
280072320,-5,-17.095747,-70.641886,325301.38,8109116.91,R
280072320,-6,-17.095752,-70.641832,325307.13,8109116.41,R
280072320,-7,-17.095748,-70.641788,325311.81,8109116.91,R
280072320,-8,-17.095736,-70.641746,325316.33,8109118.25,R
280072320,-9,-17.095713,-70.641698,325321.41,8109120.9,R
280072320,-10,-17.095676,-70.641655,325325.89,8109124.98,R
280072320,-11,-17.095626,-70.641617,325329.91,8109130.59,R
280072320,-12,-17.095562,-70.641521,325340.1,8109137.67,R
280072320,-13,-17.095549,-70.64149,325343.39,8109139.17,R
280072320,-14,-17.095547,-70.641486,325343.85,8109139.38,R
280129808,10,-17.109758,-70.625513,327056.83,8107581,L
280129808,9,-17.109765,-70.625515,327056.69,8107580.28,L
280129808,8,-17.109854,-70.625535,327054.57,8107570.44,L
280129808,7,-17.109907,-70.625544,327053.7,8107564.49,L
280129808,6,-17.10996,-70.625543,327053.87,8107558.63,L
280129808,5,-17.11002,-70.625528,327055.52,8107552.03,L
280129808,4,-17.110084,-70.625496,327058.94,8107544.98,L
280129808,3,-17.110218,-70.625401,327069.2,8107530.27,L
280129808,2,-17.110252,-70.625378,327071.67,8107526.48,L
280129808,1,-17.110369,-70.625317,327078.29,8107513.6,L
280129808,0,-17.110384,-70.625311,327078.97,8107511.92,L
280129808,0,-17.1103,-70.625178,327093.03,8107521.32,R
280129808,-1,-17.110287,-70.62519,327091.71,8107522.77,R
280129808,-2,-17.110255,-70.625207,327089.84,8107526.29,R
280129808,-3,-17.110169,-70.625252,327085.02,8107535.77,R
280129808,-4,-17.110026,-70.625354,327073.97,8107551.51,R
280129808,-5,-17.109992,-70.625375,327071.76,8107555.28,R
280129808,-6,-17.109965,-70.625386,327070.51,8107558.24,R
280129808,-7,-17.109942,-70.625392,327069.95,8107560.74,R
280129808,-8,-17.109921,-70.625393,327069.81,8107563.13,R
280129808,-9,-17.109817,-70.625366,327072.52,8107574.62,R
280129808,-10,-17.109791,-70.62536,327073.14,8107577.51,R
280129809,6,-17.110071,-70.625523,327056.12,8107546.36,L
280129809,5,-17.110071,-70.625518,327056.64,8107546.37,L
280129809,4,-17.110071,-70.625508,327057.69,8107546.39,L
280129809,3,-17.110036,-70.625469,327061.8,8107550.29,L
280129809,2,-17.109984,-70.625422,327066.77,8107556.06,L
280129809,1,-17.109939,-70.625397,327069.39,8107561.09,L
280129809,0,-17.109791,-70.62536,327073.14,8107577.51,L
280129809,0,-17.109758,-70.625513,327056.83,8107581,R
280129809,-1,-17.10988,-70.625541,327054.01,8107567.48,R
280129809,-2,-17.109895,-70.625547,327053.32,8107565.85,R
280129809,-3,-17.109912,-70.625562,327051.82,8107563.9,R
280129809,-4,-17.109962,-70.625614,327046.33,8107558.42,R
280129809,-5,-17.109976,-70.625617,327046.02,8107556.79,R
280139637,3,-17.108174,-70.626641,326935.32,8107755.31,L
280139637,2,-17.108265,-70.626577,326942.26,8107745.26,L
280139637,1,-17.108296,-70.62656,326944.03,8107741.94,L
280139637,0,-17.108466,-70.626421,326959,8107723.18,L
280139637,0,-17.108367,-70.626285,326973.46,8107734.23,R
280139637,-1,-17.108088,-70.62651,326949.19,8107764.94,R
280140751,7,-17.108241,-70.62679,326919.53,8107747.72,L
280140751,6,-17.108241,-70.626779,326920.69,8107747.82,L
280140751,5,-17.108228,-70.626722,326926.77,8107749.27,L
280140751,4,-17.108229,-70.626674,326931.89,8107749.23,L
280140751,3,-17.108243,-70.626628,326936.77,8107747.72,L
280140751,2,-17.10827,-70.626586,326941.26,8107744.77,L
280140751,1,-17.108387,-70.626489,326951.69,8107731.87,L
280140751,0,-17.108466,-70.626421,326959,8107723.18,L
280140751,0,-17.108367,-70.626285,326973.46,8107734.23,R
280140751,-1,-17.108339,-70.626303,326971.52,8107737.33,R
280140751,-2,-17.108267,-70.626362,326965.14,8107745.27,R
280140751,-3,-17.108207,-70.626407,326960.29,8107751.92,R
280140751,-4,-17.108167,-70.626439,326956.88,8107756.26,R
280140751,-5,-17.108132,-70.626476,326952.92,8107760.13,R
280140751,-6,-17.108096,-70.62653,326947.11,8107764.09,R
280140751,-7,-17.10807,-70.62659,326940.65,8107766.89,R
280140751,-8,-17.108055,-70.626655,326933.78,8107768.43,R
280140751,-9,-17.108053,-70.626721,326926.75,8107768.65,R
280140751,-10,-17.108068,-70.626774,326921.13,8107766.88,R
280140751,-11,-17.108106,-70.626827,326915.46,8107762.63,R
280140751,-12,-17.108118,-70.626852,326912.82,8107761.3,R
280140751,-13,-17.10812,-70.626855,326912.48,8107761.07,R
280142847,5,-17.095776,-70.639079,325600.21,8109116.25,L
280142847,4,-17.095802,-70.639104,325597.58,8109113.38,L
280142847,3,-17.095886,-70.63919,325588.44,8109103.95,L
280142847,2,-17.095925,-70.639231,325584.12,8109099.63,L
280142847,1,-17.095987,-70.639293,325577.6,8109092.65,L
280142847,0,-17.096019,-70.639324,325574.3,8109089.08,L
280142847,0,-17.096103,-70.639231,325584.35,8109079.85,R
280142847,-1,-17.096015,-70.639098,325598.41,8109089.79,R
280142847,-2,-17.095971,-70.63904,325604.53,8109094.67,R
280142847,-3,-17.095919,-70.638988,325609.97,8109100.51,R
280142847,-4,-17.095891,-70.638968,325612.15,8109103.57,R
280142847,-5,-17.095856,-70.638944,325614.64,8109107.45,R
280143334,5,-17.096324,-70.638622,325649.29,8109056.02,L
280143334,4,-17.096336,-70.638638,325647.68,8109054.6,L
280143334,3,-17.096359,-70.638669,325644.39,8109052.04,L
280143334,2,-17.096437,-70.638751,325635.74,8109043.32,L
280143334,1,-17.096574,-70.638882,325621.93,8109028.08,L
280143334,0,-17.09668,-70.638978,325611.82,8109016.33,L
280143334,0,-17.096774,-70.638884,325621.87,8109005.94,R
280143334,-1,-17.096672,-70.638772,325633.69,8109017.32,R
280143334,-2,-17.096596,-70.63869,325642.3,8109025.86,R
280143334,-3,-17.096567,-70.63866,325645.5,8109029.09,R
280143334,-4,-17.096436,-70.638515,325660.79,8109043.64,R
280144861,5,-17.096872,-70.638787,325632.23,8108995.19,L
280144861,4,-17.09677,-70.638675,325644.05,8109006.57,L
280144861,3,-17.09664,-70.638516,325660.94,8109021.11,L
280144861,2,-17.096626,-70.638489,325663.73,8109022.71,L
280144861,1,-17.096565,-70.638432,325669.78,8109029.54,L
280144861,0,-17.096551,-70.638406,325672.51,8109031.05,L
280144861,0,-17.096438,-70.638513,325661,8109043.42,R
280144861,-1,-17.096455,-70.638528,325659.47,8109041.6,R
280144861,-2,-17.09659,-70.638683,325643.05,8109026.54,R
280144861,-3,-17.096647,-70.638738,325637.25,8109020.12,R
280144861,-4,-17.096672,-70.638766,325634.36,8109017.31,R
280144861,-5,-17.096675,-70.638769,325633.99,8109016.97,R
280144861,-6,-17.096777,-70.638881,325622.18,8109005.58,R
280145427,7,-17.09668,-70.638978,325611.82,8109016.33,L
280145427,6,-17.096682,-70.638981,325611.4,8109016.03,L
280145427,5,-17.09673,-70.639061,325602.99,8109010.67,L
280145427,4,-17.096769,-70.639132,325595.51,8109006.28,L
280145427,3,-17.096773,-70.63916,325592.48,8109005.77,L
280145427,2,-17.096776,-70.639189,325589.44,8109005.52,L
280145427,1,-17.09676,-70.639215,325586.6,8109007.24,L
280145427,0,-17.096659,-70.639321,325575.27,8109018.25,L
280145427,0,-17.096778,-70.639428,325563.99,8109005.07,R
280145427,-1,-17.096868,-70.639321,325575.45,8108995.19,R
280145427,-2,-17.096893,-70.639279,325579.88,8108992.44,R
280145427,-3,-17.096921,-70.639228,325585.37,8108989.35,R
280145427,-4,-17.096932,-70.639182,325590.25,8108988.18,R
280145427,-5,-17.096933,-70.639126,325596.2,8108988.18,R
280145427,-6,-17.096921,-70.639064,325602.83,8108989.48,R
280145427,-7,-17.096891,-70.639008,325608.79,8108992.94,R
280145427,-8,-17.096843,-70.638956,325614.28,8108998.21,R
280145427,-9,-17.096822,-70.638936,325616.32,8109000.55,R
280145427,-10,-17.096777,-70.638887,325621.5,8109005.58,R
280145427,-11,-17.096774,-70.638884,325621.87,8109005.94,R
280145822,7,-17.096659,-70.639321,325575.27,8109018.25,L
280145822,6,-17.096655,-70.639328,325574.47,8109018.68,L
280145822,5,-17.096621,-70.639353,325571.85,8109022.42,L
280145822,4,-17.096583,-70.639355,325571.52,8109026.7,L
280145822,3,-17.09654,-70.639364,325570.58,8109031.39,L
280145822,2,-17.096498,-70.639346,325572.45,8109036.07,L
280145822,1,-17.096478,-70.639334,325573.67,8109038.29,L
280145822,0,-17.096357,-70.63921,325586.75,8109051.79,L
280145822,0,-17.096263,-70.639311,325575.93,8109062.18,R
280145822,-1,-17.096331,-70.639377,325568.99,8109054.56,R
280145822,-2,-17.096368,-70.639427,325563.64,8109050.4,R
280145822,-3,-17.096401,-70.639465,325559.69,8109046.69,R
280145822,-4,-17.096449,-70.639511,325554.82,8109041.36,R
280145822,-5,-17.096503,-70.639552,325550.47,8109035.39,R
280145822,-6,-17.096555,-70.639566,325549.11,8109029.6,R
280145822,-7,-17.096615,-70.639561,325549.71,8109022.95,R
280145822,-8,-17.096679,-70.639515,325554.63,8109015.95,R
280145822,-9,-17.096728,-70.639477,325558.69,8109010.47,R
280145822,-10,-17.096751,-70.639459,325560.6,8109007.96,R
280145822,-11,-17.096765,-70.639443,325562.33,8109006.42,R
280145822,-12,-17.096778,-70.639428,325563.99,8109005.07,R
280146172,14,-17.096989,-70.63943,325563.93,8108981.65,L
280146172,13,-17.097007,-70.639406,325566.54,8108979.76,L
280146172,12,-17.097027,-70.639382,325569.1,8108977.51,L
280146172,11,-17.097053,-70.63933,325574.61,8108974.7,L
280146172,10,-17.097071,-70.639278,325580.23,8108972.74,L
280146172,9,-17.097083,-70.639219,325586.5,8108971.43,L
280146172,8,-17.097086,-70.639157,325593.1,8108971.16,L
280146172,7,-17.097083,-70.639098,325599.38,8108971.54,L
280146172,6,-17.097072,-70.63904,325605.54,8108972.82,L
280146172,5,-17.097053,-70.638984,325611.45,8108974.99,L
280146172,4,-17.097026,-70.638932,325616.98,8108977.99,L
280146172,3,-17.096989,-70.638893,325621.15,8108982.13,L
280146172,2,-17.096945,-70.638859,325624.7,8108987.06,L
280146172,1,-17.096899,-70.638809,325629.93,8108992.23,L
280146172,0,-17.096872,-70.638787,325632.23,8108995.19,L
280146172,0,-17.096777,-70.638881,325622.18,8109005.58,R
280146172,-1,-17.096855,-70.638964,325613.42,8108996.94,R
280146172,-2,-17.096876,-70.638976,325612.14,8108994.64,R
280146172,-3,-17.096907,-70.639021,325607.44,8108991.12,R
280146172,-4,-17.096929,-70.639071,325602.08,8108988.69,R
280146172,-5,-17.096939,-70.639126,325596.25,8108987.47,R
280146172,-6,-17.096938,-70.639181,325590.42,8108987.52,R
280146172,-7,-17.096925,-70.639236,325584.59,8108988.9,R
280146172,-8,-17.096902,-70.639285,325579.29,8108991.45,R
280146172,-9,-17.096881,-70.639325,325575.06,8108993.67,R
280149772,11,-17.095907,-70.637729,325743.93,8109102.9,L
280149772,10,-17.095885,-70.637702,325746.87,8109105.44,L
280149772,9,-17.095861,-70.637679,325749.28,8109108.11,L
280149772,8,-17.095833,-70.637655,325751.83,8109111.14,L
280149772,7,-17.095797,-70.637613,325756.19,8109115.17,L
280149772,6,-17.095747,-70.637564,325761.4,8109120.75,L
280149772,5,-17.095724,-70.637538,325764.11,8109123.41,L
280149772,4,-17.0957,-70.637512,325766.83,8109126,L
280149772,3,-17.095659,-70.637468,325771.51,8109130.62,L
280149772,2,-17.095627,-70.637435,325774.99,8109134.19,L
280149772,1,-17.095578,-70.637382,325780.58,8109139.66,L
280149772,0,-17.095532,-70.637333,325785.8,8109144.76,L
280149772,0,-17.095431,-70.637439,325774.39,8109155.92,R
280149772,-1,-17.095663,-70.637678,325749.15,8109129.96,R
280149772,-2,-17.095798,-70.637832,325732.91,8109114.96,R
280164637,6,-17.108331,-70.624064,327209.78,8107740.18,L
280164637,5,-17.108299,-70.624074,327208.61,8107743.72,L
280164637,4,-17.108265,-70.624077,327208.28,8107747.48,L
280164637,3,-17.10819,-70.624098,327206.03,8107755.81,L
280164637,2,-17.108148,-70.624101,327205.58,8107760.5,L
280164637,1,-17.108103,-70.624071,327208.76,8107765.46,L
280164637,0,-17.108071,-70.624027,327213.44,8107769.08,L
280164637,0,-17.107942,-70.624099,327205.67,8107783.3,R
280164637,-1,-17.107964,-70.624143,327200.94,8107780.79,R
280164637,-2,-17.107988,-70.624181,327196.92,8107778.11,R
280164637,-3,-17.108046,-70.624232,327191.54,8107771.6,R
280164637,-4,-17.1081,-70.624263,327188.32,8107765.62,R
280164637,-5,-17.108167,-70.624262,327188.55,8107758.26,R
280164637,-6,-17.108228,-70.624252,327189.66,8107751.48,R
280164637,-7,-17.108289,-70.624241,327190.9,8107744.71,R
280164637,-8,-17.108328,-70.624232,327191.89,8107740.37,R
280164637,-9,-17.108366,-70.62422,327193.2,8107736.22,R
280166565,10,-17.107815,-70.624157,327199.37,8107797.23,L
280166565,9,-17.107852,-70.624237,327190.87,8107793.11,L
280166565,8,-17.107872,-70.624289,327185.41,8107790.79,L
